id,name_1,img_route_1,cloth_category_1,cloth_subcategory_1,patron_1,sleeve_1,skirt_1,neckline_1,material_1,fit_1,isCold_1,isRainy_1,isWet_1,isTempered_1,isHot_1,nota_1,name_2,img_route_2,cloth_category_2,cloth_subcategory_2,patron_2,sleeve_2,skirt_2,neckline_2,material_2,fit_2,isCold_2,isRainy_2,isWet_2,isTempered_2,isHot_2,nota_2,name_3,img_route_3,cloth_category_3,cloth_subcategory_3,patron_3,sleeve_3,skirt_3,neckline_3,material_3,fit_3,isCold_3,isRainy_3,isWet_3,isTempered_3,isHot_3,nota_3,name_4,img_route_4,cloth_category_4,cloth_subcategory_4,patron_4,sleeve_4,skirt_4,neckline_4,material_4,fit_4,isCold_4,isRainy_4,isWet_4,isTempered_4,isHot_4,nota_4,name_5,img_route_5,cloth_category_5,cloth_subcategory_5,patron_5,sleeve_5,skirt_5,neckline_5,material_5,fit_5,isCold_5,isRainy_5,isWet_5,isTempered_5,isHot_5,nota_5,name_6,img_route_6,cloth_category_6,cloth_subcategory_6,patron_6,sleeve_6,skirt_6,neckline_6,material_6,fit_6,isCold_6,isRainy_6,isWet_6,isTempered_6,isHot_6,nota_6
216,Mineral Wash Tee,Mineral_Wash_Tee/img_00000002.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collarless Faux Suede Jacket,Collarless_Faux_Suede_Jacket/img_00000043.jpg,3,3,6,1,3,2,5,3,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Abstract Diamond Print Shorts,Abstract_Diamond_Print_Shorts/img_00000007.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,5
217,Surfer Girls Tee,Surfer_Girls_Tee/img_00000063.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two-Button Chino Suit Jacket,Two-Button_Chino_Suit_Jacket/img_00000043.jpg,3,3,6,1,3,2,3,1,1,0,0,1,0,4,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Pleated Chambray Shorts,Pleated_Chambray_Shorts/img_00000050.jpg,6,4,6,3,3,4,1,1,0,0,0,1,0,3
219,Civil Regime Varsity Striped Mesh Top,Civil_Regime_Varsity_Striped_Mesh_Top/img_00000006.jpg,1,7,2,2,3,1,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cropped Faux Fur Jacket,Cropped_Faux_Fur_Jacket/img_00000053.jpg,3,3,6,1,3,1,5,3,1,1,1,0,0,1,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Skinny Ankle Jeans,Skinny_Ankle_Jeans/img_00000042.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,5
220,Abstract Print Twist-Back Blouse,Abstract_Print_Twist-Back_Blouse/img_00000001.jpg,1,1,1,1,3,4,2,2,0,0,0,0,1,3,Easy Heathered Dolman Cardigan,Easy_Heathered_Dolman_Cardigan/img_00000037.jpg,2,2,6,2,3,1,3,3,0,0,0,0,1,2,Classic Distressed Denim Jacket,Classic_Distressed_Denim_Jacket/img_00000058.jpg,3,3,6,2,3,1,1,3,0,0,1,1,1,4,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Dotted A-Line Skirt,Dotted_A-Line_Skirt/img_00000033.jpg,6,2,6,3,3,4,4,3,0,0,0,0,1,3
221,Homies Graphic Tee,Homies_Graphic_Tee/img_00000057.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000056.jpg,3,3,7,1,3,1,3,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Faux Leather Flared Skirt,Faux_Leather_Flared_Skirt/img_00000018.jpg,6,2,6,3,3,4,4,3,0,0,0,0,1,3
222,Heathered Pocket Tee,Heathered_Pocket_Tee/img_00000033.jpg,1,6,6,2,3,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Floral Print Chiffon Shorts,Floral_Print_Chiffon_Shorts/img_00000024.jpg,6,4,1,3,3,4,3,2,0,0,0,1,1,2
223,Abstract Chevron Print Top,Abstract_Chevron_Print_Top/img_00000037.jpg,1,7,6,1,3,1,3,3,0,0,0,1,0,3,Open-Front Linen Blazer,Open-Front_Linen_Blazer/img_00000117.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Tribal Print Drawstring Joggers,Tribal_Print_Drawstring_Joggers/img_00000013.jpg,6,10,2,3,3,4,3,3,0,0,0,0,1,2
224,Side-Slit Longline Tee,Side-Slit_Longline_Tee/img_00000048.jpg,1,6,6,1,3,1,3,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drapey Woven Jacket,Drapey_Woven_Jacket/img_00000023.jpg,3,3,6,1,3,2,3,3,0,0,0,1,0,2,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Button Cuffed Denim Shorts,Button_Cuffed_Denim_Shorts/img_00000003.jpg,6,4,3,3,3,4,3,3,0,0,1,1,1,3
225,Above Average Linen Tee,Above_Average_Linen_Tee/img_00000011.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Distressed Denim Jacket,Distressed_Denim_Jacket/img_00000038.jpg,3,3,6,1,3,1,1,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Heathered High-Waisted Shorts,Heathered_High-Waisted_Shorts/img_00000007.jpg,6,4,6,3,3,4,3,1,0,0,1,1,1,1
226,Side Vent Tank,Side_Vent_Tank/img_00000024.jpg,1,5,6,3,3,1,3,3,0,0,1,0,1,4,Crochet-Trimmed Batwing Cardigan,Crochet-Trimmed_Batwing_Cardigan/img_00000040.jpg,2,2,1,3,3,4,3,3,0,0,1,1,1,3,Waffle-Textured Moto Jacket,Waffle-Textured_Moto_Jacket/img_00000033.jpg,3,3,6,1,3,2,3,3,0,0,1,1,1,3,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Faux Leather-Paneled Sweatpants,Faux_Leather-Paneled_Sweatpants/img_00000020.jpg,6,6,6,3,3,4,3,3,1,1,1,1,0,4
227,Ruffle-Trimmed Blouse,Ruffle-Trimmed_Blouse/img_00000016.jpg,1,1,5,1,3,1,3,3,1,0,0,1,0,2,Chunky Knit Sweater,Chunky_Knit_Sweater/img_00000072.jpg,2,5,6,1,3,1,6,2,1,0,0,0,0,4,Open-Front Longline Jacket,Open-Front_Longline_Jacket/img_00000032.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,3,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Denim Pencil Skirt,Denim_Pencil_Skirt/img_00000041.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,2
228,Layered Chiffon Blouse,Layered_Chiffon_Blouse/img_00000090.jpg,1,1,6,3,3,4,3,3,0,0,0,1,1,3,Cropped Striped Hoodie,Cropped_Striped_Hoodie/img_00000026.jpg,2,3,6,1,3,4,3,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Ripped Denim Shorts,Ripped_Denim_Shorts/img_00000006.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,4
229,Sheer Moments Cropped Tank,Sheer_Moments_Cropped_Tank/img_00000021.jpg,1,5,4,3,3,4,6,3,0,0,0,0,1,3,Striped Knit Cropped Hoodie,Striped_Knit_Cropped_Hoodie/img_00000034.jpg,2,3,3,1,3,1,3,3,1,0,0,0,0,4,Collared Drawstring Jacket,Collared_Drawstring_Jacket/img_00000034.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,5,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Cuffed Colorblock Sweatpants,Cuffed_Colorblock_Sweatpants/img_00000026.jpg,6,6,6,3,3,4,3,3,1,0,0,0,0,3
230,Studded Racerback Tank,Studded_Racerback_Tank/img_00000023.jpg,1,5,2,3,3,4,3,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zip Collar Bomber,Zip_Collar_Bomber/img_00000105.jpg,3,2,6,1,3,2,3,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Pleated Textured Skirt,Pleated_Textured_Skirt/img_00000031.jpg,6,2,6,3,3,4,3,3,1,1,1,1,1,4
231,Boxy Open Mesh Top,Boxy_Open_Mesh_Top/img_00000016.jpg,1,7,4,1,3,1,6,3,0,0,0,1,1,3,Chevron Knit Crewneck Sweater,Chevron_Knit_Crewneck_Sweater/img_00000028.jpg,2,5,2,1,3,1,6,3,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Fold-Over Yoga Leggings,Fold-Over_Yoga_Leggings/img_00000018.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,2
233,Sheer Abstract Print Blouse,Sheer_Abstract_Print_Blouse/img_00000022.jpg,1,1,1,3,3,2,2,3,0,0,0,1,1,3,Longline Slit Blazer,Longline_Slit_Blazer/img_00000065.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Quilted Faux Leather Trim Skirt,Quilted_Faux_Leather_Trim_Skirt/img_00000012.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,2
235,Me Prouver Slub Knit Tee,Me_Prouver_Slub_Knit_Tee/img_00000005.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2,Crochet Lace-Trimmed Sweater,Crochet_Lace-Trimmed_Sweater/img_00000003.jpg,2,5,6,1,3,1,6,3,1,1,1,1,0,5,Waffle-Textured Moto Jacket,Waffle-Textured_Moto_Jacket/img_00000033.jpg,3,3,6,1,3,2,3,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Low-Rise Skinny Jeans,Low-Rise_Skinny_Jeans/img_00000024.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,1
236,Collared Plaid Blouse,Collared_Plaid_Blouse/img_00000084.jpg,1,1,7,1,3,2,3,3,0,0,1,1,1,4,Embroidered Longline Cardigan,Embroidered_Longline_Cardigan/img_00000032.jpg,2,2,6,1,3,4,2,2,1,0,1,0,0,5,Collarless Faux Fur Jacket,Collarless_Faux_Fur_Jacket/img_00000075.jpg,3,3,6,1,3,1,5,3,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Striped Pleated Skirt,Striped_Pleated_Skirt/img_00000052.jpg,6,2,2,3,3,4,3,3,0,0,0,0,1,2
237,Racerback Tank,Racerback_Tank/img_00000001.jpg,1,5,6,3,3,4,3,3,1,1,0,0,0,1,Good Vibes Maxi Cardigan,Good_Vibes_Maxi_Cardigan/img_00000020.jpg,2,2,2,3,3,4,3,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Mid-Rise Denim Shorts,Mid-Rise_Denim_Shorts/img_00000060.jpg,6,4,3,3,3,4,3,1,0,0,1,1,1,4
238,I Love Pizza Muscle Tee,I_Love_Pizza_Muscle_Tee/img_00000020.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2,Knit Shawl Collar Cardigan,Knit_Shawl_Collar_Cardigan/img_00000008.jpg,2,2,6,1,3,2,6,3,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Pleated Chiffon Skirt,Pleated_Chiffon_Skirt/img_00000048.jpg,6,2,5,3,3,4,2,3,0,0,0,1,1,4
239,Eagle Graphic Self-Tie Tank,Eagle_Graphic_Self-Tie_Tank/img_00000006.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,5,Cowl Neck Tunic Sweater,Cowl_Neck_Tunic_Sweater/img_00000008.jpg,2,5,6,1,3,1,6,3,1,0,1,1,0,5,Faux Leather-Paneled Mesh Jacket,Faux_Leather-Paneled_Mesh_Jacket/img_00000029.jpg,3,3,6,1,3,1,3,3,0,0,1,0,0,3,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Athletic-Striped Pencil Skirt,Athletic-Striped_Pencil_Skirt/img_00000029.jpg,6,2,3,3,3,4,4,3,0,0,0,1,1,3
240,Tie-Dyed Tank,Tie-Dyed_Tank/img_00000038.jpg,1,5,1,3,3,1,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Self-Tie Knit Skirt,Self-Tie_Knit_Skirt/img_00000001.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,2
241,Abstract Print Top,Abstract_Print_Top/img_00000029.jpg,1,7,2,1,3,4,3,3,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Shearling Aviator Jacket,Faux_Shearling_Aviator_Jacket/img_00000052.jpg,3,3,6,1,3,1,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Striped-Trim Dolphin Shorts,Striped-Trim_Dolphin_Shorts/img_00000018.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,3
242,Stripe Print Surplice Blouse,Stripe_Print_Surplice_Blouse/img_00000077.jpg,1,1,3,1,3,2,3,3,0,0,0,1,0,3,Ribbed Open-Knit Cardigan,Ribbed_Open-Knit_Cardigan/img_00000001.jpg,2,2,6,1,3,1,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Pleated Mosaic Print Skirt,Pleated_Mosaic_Print_Skirt/img_00000035.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,2
243,Broad Stripe Knit Tee,Broad_Stripe_Knit_Tee/img_00000043.jpg,1,6,3,2,3,1,3,3,1,0,1,1,1,4,Faux Leather Panel Hoodie,Faux_Leather_Panel_Hoodie/img_00000055.jpg,2,3,6,1,3,1,3,3,1,0,1,1,0,3,Faux Shearling Aviator Jacket,Faux_Shearling_Aviator_Jacket/img_00000045.jpg,3,3,6,1,3,1,4,3,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Mandala Print Skirt,Mandala_Print_Skirt/img_00000022.jpg,6,2,2,3,3,4,3,1,0,0,0,1,1,2
244,Curved Hem Raglan Tee,Curved_Hem_Raglan_Tee/img_00000049.jpg,1,6,2,2,3,1,3,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Modernist Hooded Jacket,Modernist_Hooded_Jacket/img_00000004.jpg,3,3,6,1,3,1,3,3,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Stone Washed Denim Joggers,Stone_Washed_Denim_Joggers/img_00000017.jpg,6,10,6,3,3,4,1,3,1,1,0,1,0,5
245,Semi-Sheer Scoop-Neck Tee,Semi-Sheer_Scoop-Neck_Tee/img_00000019.jpg,1,6,6,2,3,1,3,3,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Modernist Hooded Jacket,Modernist_Hooded_Jacket/img_00000004.jpg,3,3,6,1,3,1,3,3,0,0,1,1,0,4,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Slit Midi Skirt,Slit_Midi_Skirt/img_00000019.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,3
246,Buttoned Peasant Top,Buttoned_Peasant_Top/img_00000028.jpg,1,7,4,2,3,1,2,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,High-Rise Mom Jeans,High-Rise_Mom_Jeans/img_00000008.jpg,6,8,6,3,3,4,1,3,0,0,0,1,0,4
247,Slub Knit Baseball Tee,Slub_Knit_Baseball_Tee/img_00000027.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,L.A.T.H.C. Legend Jersey,L.A.T.H.C._Legend_Jersey/img_00000008.jpg,2,4,2,1,3,1,3,3,1,0,0,1,0,4,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000051.jpg,3,4,6,1,3,1,5,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Clean Wash High-Rise Skinny Jeans,Clean_Wash_High-Rise_Skinny_Jeans/img_00000023.jpg,6,8,6,3,3,4,1,1,1,0,1,1,0,4
248,Pegasus Graphic Tee,Pegasus_Graphic_Tee/img_00000028.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,3,Cable Knit Cardigan,Cable_Knit_Cardigan/img_00000026.jpg,2,2,6,1,3,2,6,3,1,0,0,0,0,1,Textured Faux Leather Moto Jacket,Textured_Faux_Leather_Moto_Jacket/img_00000035.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Knit Bandage Skirt,Knit_Bandage_Skirt/img_00000016.jpg,6,2,6,3,3,4,3,1,0,0,0,0,1,1
249,Dotted Crochet-Trimmed Collared Blouse,Dotted_Crochet-Trimmed_Collared_Blouse/img_00000043.jpg,1,1,2,2,3,1,3,3,0,0,0,1,1,5,Fitted V-Neck Cardigan,Fitted_V-Neck_Cardigan/img_00000020.jpg,2,2,6,1,3,2,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Ditsy Floral-Patterned Shorts,Ditsy_Floral-Patterned_Shorts/img_00000006.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,5
250,Tribal Print Paneled Tee,Tribal_Print_Paneled_Tee/img_00000039.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Marled Knit Drawstring Shorts,Marled_Knit_Drawstring_Shorts/img_00000001.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,4
252,Cuffed-Sleeve Heathered Tee,Cuffed-Sleeve_Heathered_Tee/img_00000022.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,Ribbed Open-Front Cardigan,Ribbed_Open-Front_Cardigan/img_00000020.jpg,2,2,6,1,3,2,6,3,0,0,1,1,0,4,Double-Breasted Drawstring Parka,Double-Breasted_Drawstring_Parka/img_00000080.jpg,3,4,6,1,3,2,3,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Stonewash- Skinny Jeans,Stonewash-_Skinny_Jeans/img_00000017.jpg,6,8,6,3,3,4,1,1,0,0,0,0,1,5
254,Draped Surplice Blouse,Draped_Surplice_Blouse/img_00000018.jpg,1,1,2,1,3,2,2,3,0,0,0,1,1,3,V-Neck Button-Down Cardigan,V-Neck_Button-Down_Cardigan/img_00000024.jpg,2,2,6,1,3,1,3,3,1,1,1,1,0,5,Colorblocked Track Jacket,Colorblocked_Track_Jacket/img_00000004.jpg,3,3,2,1,3,2,3,3,1,0,1,1,0,3,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Easy Chino Shorts,Easy_Chino_Shorts/img_00000028.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
256,Boxy Angel-Sleeved Blouse,Boxy_Angel-Sleeved_Blouse/img_00000041.jpg,1,1,2,2,3,1,3,3,0,0,0,0,1,1,Classic Cropped Sweater,Classic_Cropped_Sweater/img_00000040.jpg,2,5,6,1,3,1,3,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Abstract Mandala Print Skirt,Abstract_Mandala_Print_Skirt/img_00000016.jpg,6,2,1,3,3,4,3,2,0,0,0,0,1,2
257,Longline Crepe Blouse,Longline_Crepe_Blouse/img_00000094.jpg,1,1,6,3,3,2,3,3,0,0,0,1,1,4,Tiered Tie-Front Cardigan,Tiered_Tie-Front_Cardigan/img_00000034.jpg,2,2,6,1,3,1,6,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Local Heroes Dolphin Shorts,Local_Heroes_Dolphin_Shorts/img_00000022.jpg,6,4,1,3,3,4,3,3,0,0,0,1,0,5
258,Morning Allergy Graphic Tee,Morning_Allergy_Graphic_Tee/img_00000017.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Sequined Tweed Skirt,Sequined_Tweed_Skirt/img_00000028.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,3
259,Chiffon-Paneled Cutout Top,Chiffon-Paneled_Cutout_Top/img_00000009.jpg,1,7,6,3,3,4,2,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Leather Peplum Jacket,Faux_Leather_Peplum_Jacket/img_00000072.jpg,3,3,6,3,3,4,4,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Paisley Print Maxi Skirt,Paisley_Print_Maxi_Skirt/img_00000053.jpg,6,2,1,3,3,4,3,3,0,0,0,1,0,1
260,Crochet-Paneled Button-Down Blouse,Crochet-Paneled_Button-Down_Blouse/img_00000079.jpg,1,1,6,1,3,2,3,3,1,1,1,1,1,5,Longline Boyfriend Blazer,Longline_Boyfriend_Blazer/img_00000124.jpg,2,1,6,3,3,2,3,3,1,0,1,1,0,1,Hooded Varsity Jacket,Hooded_Varsity_Jacket/img_00000030.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,2,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Metallic Tribal-Inspired Shorts,Metallic_Tribal-Inspired_Shorts/img_00000009.jpg,6,4,2,3,3,4,3,3,0,0,1,1,1,4
