name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
5967,LEEF PARIS Lightning Graphic Logo Tee,LEEF_PARIS_Lightning_Graphic_Logo_Tee/img_00000034.jpg,1,6,7,2,3,1,3,3,0,0,0,1,1,1
5976,Open-Front Linen Blazer,Open-Front_Linen_Blazer/img_00000117.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,3
5980,Scuba Knit Peplum Jacket,Scuba_Knit_Peplum_Jacket/img_00000013.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
5984,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000008.jpg,1,7,3,1,3,1,3,3,0,0,0,1,1,3
5990,Pintucked Eyelash Lace Blouse,Pintucked_Eyelash_Lace_Blouse/img_00000038.jpg,1,1,4,1,3,1,3,3,0,0,0,1,1,1
5996,Heathered Drawstring Shorts,Heathered_Drawstring_Shorts/img_00000034.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,4
6025,Textured Open Front Blazer,Textured_Open_Front_Blazer/img_00000027.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,5
6027,Floral Lace Faux Leather Skirt,Floral_Lace_Faux_Leather_Skirt/img_00000039.jpg,6,2,6,3,3,4,3,1,0,0,0,1,0,5
6041,Striped Linen Flawless Tee,Striped_Linen_Flawless_Tee/img_00000007.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
6065,Marled Knit Combo Jacket,Marled_Knit_Combo_Jacket/img_00000017.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,4
6070,Favorite Petite Skinny Jeans,Favorite_Petite_Skinny_Jeans/img_00000046.jpg,6,8,6,3,3,4,1,1,1,1,1,1,0,3
6077,Pizza Party Graphic Tank,Pizza_Party_Graphic_Tank/img_00000010.jpg,1,5,2,3,3,1,3,3,0,0,0,1,1,3
6090,Crochet Denim Cutoffs,Crochet_Denim_Cutoffs/img_00000011.jpg,6,1,4,3,3,4,1,3,0,0,0,1,1,1
6094,Faux Leather Peplum Jacket,Faux_Leather_Peplum_Jacket/img_00000042.jpg,3,3,6,1,3,2,4,3,1,1,1,1,0,4
6108,Reason Faux Suede Joggers,Reason_Faux_Suede_Joggers/img_00000044.jpg,6,10,2,3,3,4,3,3,1,1,1,1,1,5
6111,Destroyed Slim-Leg Jeans,Destroyed_Slim-Leg_Jeans/img_00000002.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,5
6114,Elephant Print Tee,Elephant_Print_Tee/img_00000036.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2
6117,Collarless Faux Fur Jacket,Collarless_Faux_Fur_Jacket/img_00000052.jpg,3,3,2,1,3,1,5,3,0,0,1,1,0,4
6119,Cutoff Sweat Shorts,Cutoff_Sweat_Shorts/img_00000062.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,4
6121,Heathered Colorblock Tee,Heathered_Colorblock_Tee/img_00000025.jpg,1,6,6,1,3,2,6,3,1,0,0,0,0,2
6126,Mid-Rise - Zippered Skinny Jeans,Mid-Rise_-_Zippered_Skinny_Jeans/img_00000028.jpg,6,8,6,3,3,4,1,1,1,0,1,1,1,4
6137,Abstract Print Tulip-Front Shorts,Abstract_Print_Tulip-Front_Shorts/img_00000017.jpg,6,4,1,3,3,2,2,3,0,0,0,1,1,3
6144,Baroque Print Tee,Baroque_Print_Tee/img_00000071.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,1
6149,Lace Patterned Sweater,Lace_Patterned_Sweater/img_00000055.jpg,2,5,4,2,3,1,3,3,0,0,0,1,1,2
6152,M-Slit Pleated Maxi Skirt,M-Slit_Pleated_Maxi_Skirt/img_00000001.jpg,6,2,5,3,3,4,3,3,0,0,1,1,1,5
6165,Abstract Frond Print Skirt,Abstract_Frond_Print_Skirt/img_00000003.jpg,6,2,1,3,3,4,3,2,0,0,0,1,1,4
6166,Frond Print Pencil Skirt,Frond_Print_Pencil_Skirt/img_00000013.jpg,6,2,1,3,3,4,3,1,0,0,1,0,0,2
6184,Varsity-Striped Baseball Tee,Varsity-Striped_Baseball_Tee/img_00000017.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,3
6191,Classic Mini Skirt,Classic_Mini_Skirt/img_00000043.jpg,6,2,6,1,2,4,1,1,0,0,0,1,1,3
6192,Buttoned Collarless Blouse,Buttoned_Collarless_Blouse/img_00000112.jpg,1,1,6,2,3,1,3,3,1,0,1,1,1,5
6207,Draped-Collar Snap Button Jacket,Draped-Collar_Snap_Button_Jacket/img_00000018.jpg,3,3,6,1,3,1,3,3,1,1,1,1,0,4
6228,French Terry Hoodie,French_Terry_Hoodie/img_00000035.jpg,2,3,6,1,3,1,3,3,1,1,1,1,1,5
6231,Prairie-Embroidered Peplum Blouse,Prairie-Embroidered_Peplum_Blouse/img_00000040.jpg,1,1,1,2,3,1,3,3,0,0,0,1,1,4
6241,Stretch Knit Tank,Stretch_Knit_Tank/img_00000044.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,3
6243,Faded Muscle Tee,Faded_Muscle_Tee/img_00000050.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,3
6245,Plaid Pocket Tee,Plaid_Pocket_Tee/img_00000023.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
6247,Sequined Tweed Skirt,Sequined_Tweed_Skirt/img_00000028.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,3
6255,Open-Knit Fisherman Sweater,Open-Knit_Fisherman_Sweater/img_00000053.jpg,2,5,6,1,3,1,6,3,1,0,0,0,0,5
6261,Bow-Back Abstract Print Top,Bow-Back_Abstract_Print_Top/img_00000024.jpg,1,7,2,3,3,4,3,1,0,0,0,0,1,1
6264,Crochet Racerback Tank,Crochet_Racerback_Tank/img_00000064.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,5
6265,Boxy Plaid Flannel,Boxy_Plaid_Flannel/img_00000065.jpg,1,9,7,1,3,2,3,3,1,1,1,1,0,3
6271,Woven Leggings,Woven_Leggings/img_00000044.jpg,6,3,6,3,3,4,3,3,1,0,0,1,1,3
6288,Reason Camo Joggers,Reason_Camo_Joggers/img_00000020.jpg,6,10,2,3,3,4,3,3,1,0,0,1,1,5
6301,Floral Lace Tank,Floral_Lace_Tank/img_00000010.jpg,1,5,4,3,3,4,2,1,0,0,0,0,1,2
6306,Mineral Wash Drawstring Joggers,Mineral_Wash_Drawstring_Joggers/img_00000018.jpg,6,10,6,3,3,4,1,3,1,0,0,0,0,1
6321,Pleated Faux Leather Skirt,Pleated_Faux_Leather_Skirt/img_00000042.jpg,6,2,5,3,3,4,3,3,0,0,0,1,1,3
6328,Abstract Print Crop Top,Abstract_Print_Crop_Top/img_00000033.jpg,1,7,1,1,3,1,3,1,0,0,0,1,1,3
6329,Cotton Modal Crew Neck Tee,Cotton_Modal_Crew_Neck_Tee/img_00000065.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,5
6339,Heathered Knit Tank,Heathered_Knit_Tank/img_00000020.jpg,1,5,6,3,3,4,3,1,0,0,0,1,1,4
6353,Floral Print Tee,Floral_Print_Tee/img_00000018.jpg,1,6,1,2,3,1,3,3,0,0,0,0,1,5
6355,Dreamcatcher Muscle Tee,Dreamcatcher_Muscle_Tee/img_00000046.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,3
6372,Textured High-Neck Blouse,Textured_High-Neck_Blouse/img_00000011.jpg,1,1,6,1,3,1,3,3,0,0,0,1,1,5
6373,Heathered Knit Tank,Heathered_Knit_Tank/img_00000031.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,5
6376,Faux Suede Fringe Jacket,Faux_Suede_Fringe_Jacket/img_00000040.jpg,3,3,6,3,3,4,4,1,0,0,0,1,1,2
6390,Longline Button-Front Skirt,Longline_Button-Front_Skirt/img_00000015.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,1
6391,Paisley Print Shorts,Paisley_Print_Shorts/img_00000041.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,4
6399,Textured Athletic Jacket,Textured_Athletic_Jacket/img_00000051.jpg,3,3,6,1,3,2,3,3,1,0,1,1,0,3
6400,Faux Shearling Aviator Jacket,Faux_Shearling_Aviator_Jacket/img_00000056.jpg,3,3,6,1,3,1,4,3,1,1,1,1,0,5
6403,Longline Tulip-Back Tee,Longline_Tulip-Back_Tee/img_00000012.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,5
6407,Life in Progress Chambray French Terry Shorts,Life_in_Progress_Chambray_French_Terry_Shorts/img_00000007.jpg,6,4,2,3,3,4,3,3,0,0,1,1,1,4
6416,Ruffle Drawstring Shorts,Ruffle_Drawstring_Shorts/img_00000048.jpg,6,4,6,3,3,4,6,3,0,0,0,1,1,4
6417,Open-Front Collared Jacket,Open-Front_Collared_Jacket/img_00000027.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,3
6421,Collarless Faux Fur Jacket,Collarless_Faux_Fur_Jacket/img_00000075.jpg,3,3,6,1,3,1,5,3,1,0,1,1,0,3
6422,Pleated Drawstring Chinos,Pleated_Drawstring_Chinos/img_00000013.jpg,6,5,1,3,3,4,3,1,0,0,0,1,0,4
6425,Easy Heathered Dolman Cardigan,Easy_Heathered_Dolman_Cardigan/img_00000020.jpg,2,2,6,1,3,1,6,3,1,0,0,1,0,4
6429,Netted Mesh Hoodie,Netted_Mesh_Hoodie/img_00000027.jpg,2,3,6,1,3,1,3,3,0,0,0,0,1,2
6433,Burnout Geo Pattern Top,Burnout_Geo_Pattern_Top/img_00000024.jpg,1,7,4,3,3,1,3,3,0,0,0,1,1,5
6444,Keith Haring Heart Print Tee,Keith_Haring_Heart_Print_Tee/img_00000037.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
6447,Abstract Varsity-Striped Top,Abstract_Varsity-Striped_Top/img_00000009.jpg,1,7,6,1,3,1,2,3,0,0,1,1,1,2
6449,Quilted Sweatpants,Quilted_Sweatpants/img_00000036.jpg,6,6,6,3,3,4,3,3,1,0,1,1,0,2
6452,Palm Tree Print Shorts,Palm_Tree_Print_Shorts/img_00000020.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
6474,Classic Halter Top,Classic_Halter_Top/img_00000004.jpg,1,7,6,3,3,4,3,1,0,0,1,1,1,5
6486,Denim Joggers,Denim_Joggers/img_00000009.jpg,6,10,6,3,3,4,1,3,1,0,1,1,1,2
6490,Acid Wash Ankle Jeans,Acid_Wash_Ankle_Jeans/img_00000015.jpg,6,8,1,3,3,4,1,1,1,0,0,1,0,4
6492,Faux Leather Shawl Collar Blazer,Faux_Leather_Shawl_Collar_Blazer/img_00000006.jpg,2,1,6,1,3,2,4,3,1,0,0,1,0,4
6495,Crochet Cable Knit Sweater,Crochet_Cable_Knit_Sweater/img_00000063.jpg,2,5,6,1,3,1,6,3,1,1,0,0,0,3
6497,I Love Pizza Muscle Tee,I_Love_Pizza_Muscle_Tee/img_00000020.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2
6504,Love More Graphic Pocket Tee,Love_More_Graphic_Pocket_Tee/img_00000018.jpg,1,6,6,2,3,2,3,3,0,0,0,1,1,2
6507,Boat Neck Heathered Top,Boat_Neck_Heathered_Top/img_00000010.jpg,1,7,3,1,3,1,3,3,1,1,1,1,0,3
6510,Fold-Over Capri Leggings,Fold-Over_Capri_Leggings/img_00000024.jpg,6,3,6,3,3,4,3,1,1,0,0,1,1,4
6515,Layered Split-Front Blouse,Layered_Split-Front_Blouse/img_00000001.jpg,1,1,6,1,3,2,3,3,0,0,0,1,1,4
6516,Rolled-Edge Sweater,Rolled-Edge_Sweater/img_00000033.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,3
6523,Classic Woven Joggers,Classic_Woven_Joggers/img_00000010.jpg,6,10,6,3,3,4,3,2,0,0,0,1,1,1
6527,Side-Cutout Heathered Shorts,Side-Cutout_Heathered_Shorts/img_00000010.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,5
6530,Topstitched Jodhpurs,Topstitched_Jodhpurs/img_00000038.jpg,6,14,6,3,3,4,1,3,1,1,1,1,1,3
6553,Mineral Wash Boxy Tee,Mineral_Wash_Boxy_Tee/img_00000003.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,4
6554,Button-Front Mini Skirt,Button-Front_Mini_Skirt/img_00000040.jpg,6,2,6,1,3,2,2,3,0,0,0,0,1,5
6567,Felix the Cat Muscle Tee,Felix_the_Cat_Muscle_Tee/img_00000026.jpg,1,6,6,2,3,1,3,3,0,0,0,0,1,3
6568,Daisy Cutoff Shorts,Daisy_Cutoff_Shorts/img_00000028.jpg,6,4,6,3,3,4,1,3,0,0,0,0,1,3
6579,Easy Chino Shorts,Easy_Chino_Shorts/img_00000028.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
6587,Mineral Wash Overall Shorts,Mineral_Wash_Overall_Shorts/img_00000001.jpg,6,4,6,3,3,4,1,1,0,0,0,1,0,2
6599,Brooklyn Nets Graphic Tank,Brooklyn_Nets_Graphic_Tank/img_00000038.jpg,1,5,2,2,3,1,3,2,0,0,0,1,1,3
6602,Heathered Cutout Leggings,Heathered_Cutout_Leggings/img_00000020.jpg,6,3,6,3,3,4,3,1,1,1,0,1,1,4
6612,Tile Print Pencil Skirt,Tile_Print_Pencil_Skirt/img_00000022.jpg,6,2,1,3,3,4,3,3,0,0,0,1,0,2
6613,Colorblock Yoga Leggings,Colorblock_Yoga_Leggings/img_00000027.jpg,6,3,6,3,3,4,3,1,0,0,1,1,0,4
6614,V-Neck Cardigan,V-Neck_Cardigan/img_00000027.jpg,2,2,6,1,3,2,6,3,0,0,0,1,0,2
6627,Watercolor Rose Skater Skirt,Watercolor_Rose_Skater_Skirt/img_00000001.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,2
6646,Pin Dot Trouser Shorts,Pin_Dot_Trouser_Shorts/img_00000009.jpg,6,4,6,3,3,4,3,3,1,0,0,0,0,5
6647,Mineral Wash Pencil Skirt,Mineral_Wash_Pencil_Skirt/img_00000007.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,4
6663,Faux Leather-Paneled Jeans,Faux_Leather-Paneled_Jeans/img_00000040.jpg,6,8,6,3,3,4,4,1,0,0,0,1,0,3
6665,Dotted Crochet-Trimmed Collared Blouse,Dotted_Crochet-Trimmed_Collared_Blouse/img_00000043.jpg,1,1,2,2,3,1,3,3,0,0,0,1,1,5
6669,Heathered Frida Kahlo Tee,Heathered_Frida_Kahlo_Tee/img_00000009.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
6679,Collarless Draped-Front Blazer,Collarless_Draped-Front_Blazer/img_00000093.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,3
6689,Denim Utility Jacket,Denim_Utility_Jacket/img_00000013.jpg,3,3,6,1,3,1,1,3,1,0,0,0,0,4
6697,Contrast-Front Knit Sweater,Contrast-Front_Knit_Sweater/img_00000012.jpg,2,5,6,1,3,4,3,3,1,0,1,1,0,4
6716,Striped Box-Pleated Skirt,Striped_Box-Pleated_Skirt/img_00000014.jpg,6,2,3,3,3,4,3,3,0,0,0,0,1,3
6721,Woven Chelsea Collar Blouse,Woven_Chelsea_Collar_Blouse/img_00000032.jpg,1,1,7,2,3,2,3,3,1,0,0,0,0,2
6744,Crepe Drawstring Joggers,Crepe_Drawstring_Joggers/img_00000014.jpg,6,10,6,3,3,4,3,3,0,0,0,1,0,3
6786,Paint Splatter Muscle Tee,Paint_Splatter_Muscle_Tee/img_00000013.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,3
6799,Lace-Back Henley Tank,Lace-Back_Henley_Tank/img_00000059.jpg,1,5,4,1,3,1,3,3,0,0,1,1,0,2
6802,Polka Dot Baseball Tee,Polka_Dot_Baseball_Tee/img_00000039.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
6803,Kurt Cobain Graphic Tee,Kurt_Cobain_Graphic_Tee/img_00000039.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
6812,High-Slit Longline Jacket,High-Slit_Longline_Jacket/img_00000012.jpg,3,3,6,3,3,2,3,3,0,0,0,1,1,2
6813,Striped Athletic Jacket,Striped_Athletic_Jacket/img_00000026.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
6818,Slub Knit Buttoned-Back Blouse,Slub_Knit_Buttoned-Back_Blouse/img_00000012.jpg,1,1,6,2,3,2,3,3,0,0,0,1,1,5
6822,Abstract Stripe Smocked Top,Abstract_Stripe_Smocked_Top/img_00000015.jpg,1,7,6,3,3,2,3,3,0,0,0,0,1,2
6838,Ruffle-Trimmed Blouse,Ruffle-Trimmed_Blouse/img_00000095.jpg,1,1,6,2,3,2,3,3,0,0,0,1,1,1
6849,Collarless One-Button Blazer,Collarless_One-Button_Blazer/img_00000020.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4
6859,Oversized V-Neck Tee,Oversized_V-Neck_Tee/img_00000032.jpg,1,6,6,2,3,2,3,3,0,0,0,1,1,4
6867,Cotton Modal-Blend Tank,Cotton_Modal-Blend_Tank/img_00000009.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,2
6870,Eyelash Lace Skirt,Eyelash_Lace_Skirt/img_00000041.jpg,6,2,7,3,3,4,3,3,0,0,0,1,1,2
6886,Blurred Floral Bomber Jacket,Blurred_Floral_Bomber_Jacket/img_00000027.jpg,3,3,1,1,3,1,3,3,1,1,1,1,1,5
6890,Tri-Colored Sweater,Tri-Colored_Sweater/img_00000006.jpg,2,5,6,1,3,1,6,3,1,0,0,0,0,4
6895,Cap-Sleeved Lace Blouse,Cap-Sleeved_Lace_Blouse/img_00000034.jpg,1,1,4,2,3,1,2,3,0,0,0,1,1,4
6898,Western-Inspired Denim Shorts,Western-Inspired_Denim_Shorts/img_00000001.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
6905,Hooded Cardigan,Hooded_Cardigan/img_00000005.jpg,2,2,6,1,3,2,6,3,1,1,0,0,0,4
6907,Flat-Front Woven Shorts,Flat-Front_Woven_Shorts/img_00000038.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,4
6908,Pleated Chiffon Skirt,Pleated_Chiffon_Skirt/img_00000048.jpg,6,2,5,3,3,4,2,3,0,0,0,1,1,4
6916,Heathered Knit Longline Jacket,Heathered_Knit_Longline_Jacket/img_00000027.jpg,3,3,6,1,3,2,3,3,0,0,1,1,0,5
6922,High-Neck Drawstring Dolman Jacket,High-Neck_Drawstring_Dolman_Jacket/img_00000003.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,3
6923,Striped Drapey Tee,Striped_Drapey_Tee/img_00000005.jpg,1,6,6,1,3,1,3,3,1,1,1,1,1,1
6935,Dallas Denim Jacket,Dallas_Denim_Jacket/img_00000036.jpg,3,3,2,1,3,1,1,3,1,0,1,1,0,2
6947,High-Waisted Workout Shorts,High-Waisted_Workout_Shorts/img_00000059.jpg,6,4,6,3,3,4,1,3,0,0,1,0,0,2
6958,Faux Leather Grid Shorts,Faux_Leather_Grid_Shorts/img_00000049.jpg,6,4,6,3,3,4,4,3,0,0,0,0,1,2
6960,Crocheted Tank,Crocheted_Tank/img_00000056.jpg,1,5,6,3,3,4,3,3,0,0,1,1,1,4
6978,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000056.jpg,3,3,7,1,3,1,3,3,1,1,0,1,0,4
6986,Semi-Sheer Linen Tee,Semi-Sheer_Linen_Tee/img_00000035.jpg,1,6,6,2,3,1,3,3,1,0,0,0,0,1
6989,Bow-Front Woven Top,Bow-Front_Woven_Top/img_00000013.jpg,1,7,6,2,3,1,3,2,0,0,0,1,1,3
7000,Tuxedo-Inspired Blazer,Tuxedo-Inspired_Blazer/img_00000055.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,3
7001,NY Muscle Tee,NY_Muscle_Tee/img_00000054.jpg,1,6,6,3,3,1,3,3,0,0,1,1,1,1
7006,Textured Athletic Jacket,Textured_Athletic_Jacket/img_00000064.jpg,3,3,6,1,3,1,3,3,1,1,0,0,0,4
7017,Distressed Pocket Tee,Distressed_Pocket_Tee/img_00000042.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3
7026,Zippered Sweatpants,Zippered_Sweatpants/img_00000012.jpg,6,6,7,3,3,4,3,3,1,0,0,1,1,2
7037,Tribal Patterned Jacket,Tribal_Patterned_Jacket/img_00000020.jpg,3,3,2,1,3,1,3,3,1,0,0,1,1,2
7040,Eyelash Lace Trim Blouse,Eyelash_Lace_Trim_Blouse/img_00000044.jpg,1,1,6,2,3,1,3,3,0,0,1,0,0,2
7041,Galaxy Print-Sleeved Tee,Galaxy_Print-Sleeved_Tee/img_00000005.jpg,1,6,1,2,2,1,3,3,0,0,0,0,1,1
7047,Quilted Moto Jacket,Quilted_Moto_Jacket/img_00000032.jpg,3,3,6,1,3,2,3,3,1,1,1,0,0,5
7059,Sleeveless Hoodie,Sleeveless_Hoodie/img_00000044.jpg,2,3,6,3,3,2,3,3,0,0,0,0,1,1
7062,Happiness Graphic Tee,Happiness_Graphic_Tee/img_00000017.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3
7066,Different Tee,Different_Tee/img_00000044.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
7071,Slub Knit Sweatshorts,Slub_Knit_Sweatshorts/img_00000037.jpg,6,7,6,3,3,4,3,3,0,0,0,1,0,4
7072,Open-Front Longline Jacket,Open-Front_Longline_Jacket/img_00000024.jpg,3,3,6,3,3,4,3,3,0,0,0,1,1,5
7077,Abstract Print Maxi Skirt,Abstract_Print_Maxi_Skirt/img_00000041.jpg,6,2,2,3,3,4,2,3,0,0,0,1,1,2
7078,Embroidered Pintucked Blouse,Embroidered_Pintucked_Blouse/img_00000076.jpg,1,1,6,2,3,1,3,3,0,0,0,1,1,3
7084,Ditsy Floral-Patterned Shorts,Ditsy_Floral-Patterned_Shorts/img_00000006.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,5
7086,Tropical Print Chino Shorts,Tropical_Print_Chino_Shorts/img_00000055.jpg,6,4,1,3,3,4,3,3,0,0,0,1,0,1
7105,Classic French Terry Sweatpants,Classic_French_Terry_Sweatpants/img_00000005.jpg,6,6,6,3,3,4,3,3,0,0,0,1,1,3
7110,Collarless Faux Fur Jacket,Collarless_Faux_Fur_Jacket/img_00000031.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,4
7116,Varsity-Striped Skirt,Varsity-Striped_Skirt/img_00000024.jpg,6,2,6,3,3,4,3,3,1,0,0,0,0,1
7120,Distressed Acid Wash Cutoffs,Distressed_Acid_Wash_Cutoffs/img_00000011.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,1
7130,Stone Washed Denim Joggers,Stone_Washed_Denim_Joggers/img_00000017.jpg,6,10,6,3,3,4,1,3,1,1,0,1,0,5
7145,Scuba Knit Bomber Jacket,Scuba_Knit_Bomber_Jacket/img_00000021.jpg,3,3,6,3,3,2,3,3,0,0,1,1,0,2
7149,Favorite Ankle-Length Skinny Jeans,Favorite_Ankle-Length_Skinny_Jeans/img_00000060.jpg,6,8,6,3,3,4,1,1,1,0,1,1,1,4
7156,Varsity-Striped Scuba Knit Jacket,Varsity-Striped_Scuba_Knit_Jacket/img_00000020.jpg,3,3,6,2,3,1,3,3,0,0,0,1,0,3
7176,Cropped Faux Fur Jacket,Cropped_Faux_Fur_Jacket/img_00000092.jpg,3,3,6,1,3,2,5,3,1,1,0,0,0,5
7198,Colorblock Performance Capri Leggings,Colorblock_Performance_Capri_Leggings/img_00000031.jpg,6,3,6,3,3,4,3,1,0,0,1,1,1,2
7209,No Guts Graphic Tee,No_Guts_Graphic_Tee/img_00000020.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
7227,High-Low Longline Tee,High-Low_Longline_Tee/img_00000032.jpg,1,6,6,1,3,1,3,3,0,1,1,0,0,2
7231,Faded Muscle Tee,Faded_Muscle_Tee/img_00000041.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,4
7234,Classic Cotton Tank,Classic_Cotton_Tank/img_00000013.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,3
7238,Textured Floral Skater Skirt,Textured_Floral_Skater_Skirt/img_00000032.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,1
7251,Fold-Over Capri Leggings,Fold-Over_Capri_Leggings/img_00000049.jpg,6,3,6,3,3,4,3,1,0,0,0,1,0,4
7254,Elephant Graphic Burnout Tank,Elephant_Graphic_Burnout_Tank/img_00000020.jpg,1,5,2,2,3,1,3,3,0,0,0,1,1,1
7264,Zip Collar Bomber,Zip_Collar_Bomber/img_00000017.jpg,3,2,2,1,3,1,4,3,1,0,0,1,0,2
7270,Textured Midi Skirt,Textured_Midi_Skirt/img_00000058.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,3
7271,Chiffon-Paneled Cutout Top,Chiffon-Paneled_Cutout_Top/img_00000009.jpg,1,7,6,3,3,4,2,3,0,0,0,0,1,4
7277,Quilted Floral Bomber Jacket,Quilted_Floral_Bomber_Jacket/img_00000054.jpg,3,3,1,1,3,1,3,3,0,0,0,0,1,3
7279,Classic Heathered Knit Top,Classic_Heathered_Knit_Top/img_00000009.jpg,1,7,3,2,3,1,3,3,0,0,0,1,1,3
7280,Hooded Stripe Poncho,Hooded_Stripe_Poncho/img_00000048.jpg,3,6,6,1,3,1,3,2,1,0,0,0,0,1
7282,Reversed French Terry Sweatpants,Reversed_French_Terry_Sweatpants/img_00000020.jpg,6,6,6,3,3,4,3,3,1,0,1,1,0,3
7285,Textured Boyfriend Blazer,Textured_Boyfriend_Blazer/img_00000040.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4
7286,Boho Doll Crocheted Cardigan,Boho_Doll_Crocheted_Cardigan/img_00000011.jpg,2,2,2,2,3,1,3,2,0,0,0,1,1,4
7292,Drapey Trench Jacket,Drapey_Trench_Jacket/img_00000014.jpg,3,3,6,1,3,2,3,3,0,1,1,0,0,3
7300,Contrast-Trimmed Sweater,Contrast-Trimmed_Sweater/img_00000024.jpg,2,5,6,1,3,2,3,3,1,0,0,0,0,2
7303,Classic Chino Shorts,Classic_Chino_Shorts/img_00000019.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
7323,Colorblocked Sleeveless Hoodie,Colorblocked_Sleeveless_Hoodie/img_00000026.jpg,2,3,6,1,3,1,3,3,0,0,0,1,1,5
7324,Boho Doll Paisley Joggers,Boho_Doll_Paisley_Joggers/img_00000002.jpg,6,10,2,3,3,4,2,3,0,0,1,0,0,1
7326,Butterfly Print Blouse,Butterfly_Print_Blouse/img_00000074.jpg,1,1,2,2,3,4,3,1,0,0,0,1,1,2
7332,Me Prouver Slub Knit Tee,Me_Prouver_Slub_Knit_Tee/img_00000005.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
7334,Heathered Graphite Floral Sweatshorts,Heathered_Graphite_Floral_Sweatshorts/img_00000003.jpg,6,7,6,1,3,1,3,1,1,0,0,1,0,2
7344,Striped Chiffon Blouse,Striped_Chiffon_Blouse/img_00000008.jpg,1,1,3,1,3,2,3,3,0,0,0,1,0,2
7348,Buttoned Denim Skirt,Buttoned_Denim_Skirt/img_00000044.jpg,6,2,6,3,3,4,1,3,0,0,0,1,1,1
7353,Raw-Edged Muscle Tee,Raw-Edged_Muscle_Tee/img_00000026.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,1
7356,Laid Back Striped Sweater,Laid_Back_Striped_Sweater/img_00000033.jpg,2,5,3,1,3,2,3,3,1,0,0,0,0,2
